0,155.882354736328,5.04241561889648,4.47104787826538
1,154.0625,5.1198902130127,4.78432941436768
2,151.3125,5.1005277633667,4.84296035766602
3,148.866668701172,4.99191999435425,4.56356191635132
4,161.33332824707,4.78862905502319,4.79729318618774
5,174.9375,4.62478971481323,4.47502708435059
6,219.70588684082,4.35494899749756,4.14607334136963
7,300.470581054688,3.97919464111328,3.8488028049469
8,425,3.42155337333679,3.42223358154297
9,559.333312988281,3.14994049072266,2.97804260253906
10,625.941162109375,2.74124693870544,2.65286707878113
11,685.588256835938,2.53392934799194,2.48432302474976
12,717.833312988281,2.51171112060547,2.54415559768677
13,715.555541992188,2.60472393035889,2.52232456207275
14,707.444458007813,2.37545013427734,2.43381333351135
15,747.352966308594,2.33476257324219,2.39021301269531
16,732.650024414063,2.52218627929688,2.51138615608215
17,730.88232421875,2.41653537750244,2.34902858734131
18,736.894714355469,2.28390669822693,2.33283233642578
